document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Algemeen Dagblad,hondje,hondje,"nou-c(gender=n,number=sg)",2,2,248,83680
NRC,gering,geringe,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,53,35488
Het Parool,snappen,snap,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,2,34,18841
Algemeen Dagblad,grof,grove,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,248,83680
Het Parool,festival,festivals,nou-c(number=pl),2,1,34,18841
De Volkskrant,dichtbij,dichterbij,"aa(degree=comp,position=adv|pred)",2,2,57,29860
NRC,rijnmond,rijnmond,nou-p(number=sg),2,1,53,35488
NRC,wilde,wilde,nou-p(part-of-multiword=true),2,1,53,35488
NRC,beperking,beperkingen,nou-c(number=pl),2,2,53,35488
Algemeen Dagblad,houtens,houtense,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,248,83680
De Volkskrant,perspectief,perspectief,"nou-c(gender=n,number=sg)",2,2,57,29860
NRC,rel,rel,"nou-c(gender=f|m,number=sg)",2,2,53,35488
Algemeen Dagblad,motivatie,motivatie,"nou-c(gender=f|m,number=sg)",2,2,248,83680
NRC,bezitten,bezit,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,2,53,35488
NRC,focussen,gefocust,"vrb(finiteness=part,tense=past)",2,2,53,35488
Het Parool,prehistorie,prehistorie,"nou-c(gender=f|m,number=sg)",2,1,34,18841
Algemeen Dagblad,prins,prins,"nou-c(gender=f|m,number=sg)",2,2,248,83680
De Volkskrant,klap,klap,"nou-c(gender=f|m,number=sg)",2,2,57,29860
NRC,doelgroep,doelgroep,"nou-c(gender=f|m,number=sg)",2,1,53,35488
De Volkskrant,straatput,straatputten,nou-c(number=pl),2,1,57,29860
Algemeen Dagblad,voorlopig,voorlopige,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,248,83680
NRC,curator,curatoren,nou-c(number=pl),2,1,53,35488
Algemeen Dagblad,guildford,guildford,nou-p(number=sg),2,2,248,83680
NRC,held,helden,nou-c(number=pl),2,1,53,35488
Algemeen Dagblad,voorspelling,voorspelling,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Het Parool,stand,stand,"nou-c(gender=f|m,number=sg)",2,2,34,18841
Algemeen Dagblad,ondersteunen,ondersteunen,vrb(finiteness=ger|inf),2,2,248,83680
De Volkskrant,"0,4","0,4",res(type=sym),2,1,57,29860
Algemeen Dagblad,groots,groots,"aa(degree=pos,position=prenom)",2,2,248,83680
NRC,mensenleven,mensenlevens,nou-c(number=pl),2,1,53,35488
Algemeen Dagblad,verdwijnen,verdwijnen,"nou-c(gender=n,number=sg)",2,2,248,83680
De Volkskrant,zwaar,zwaardere,"aa(degree=comp,position=prenom,formal=infl-e)",2,1,57,29860
NRC,machtsverhouding,machtsverhoudingen,nou-c(number=pl),2,1,53,35488
Trouw,waterig,waterige,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,47,23970
Algemeen Dagblad,prof,prof,"nou-c(gender=f|m,number=sg)",2,2,248,83680
NRC,vakantieganger,vakantiegangers,nou-c(number=pl),2,2,53,35488
De Volkskrant,herinneren,herinneren,vrb(finiteness=ger|inf),2,2,57,29860
Algemeen Dagblad,stoppen,gestopt,"vrb(finiteness=part,tense=past)",2,1,248,83680
De Volkskrant,touringcar,touringcar,"nou-c(gender=f|m,number=sg)",2,1,57,29860
De Volkskrant,straatput,straatput,"nou-c(gender=f|m,number=sg)",2,1,57,29860
Algemeen Dagblad,matthijs,matthijs,nou-p(number=sg),2,2,248,83680
Trouw,laten,liet,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,47,23970
Algemeen Dagblad,snel,snelle,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,248,83680
Het Parool,lonen,loont,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,34,18841
Algemeen Dagblad,street,street,res(type=for),2,1,248,83680
Het Parool,gevoel,gevoel,"nou-c(gender=n,number=sg)",2,2,34,18841
De Volkskrant,halen,halen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,57,29860
De Volkskrant,halen,halen,vrb(finiteness=ger|inf),2,2,57,29860
NRC,algemeen,algemeen,"aa(degree=pos,position=prenom)",2,2,53,35488
Algemeen Dagblad,nike,nike,nou-p(number=sg),2,1,248,83680
Algemeen Dagblad,verruilen,verruilt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,248,83680
NRC,hetzelfde,hetzelfde,"aa(degree=pos,position=prenom)",2,2,53,35488
Algemeen Dagblad,koriander,koriander,"nou-c(gender=f|m,number=sg)",2,1,248,83680
Algemeen Dagblad,gezamenlijk,gezamenlijk,"aa(degree=pos,position=adv|pred)",2,2,248,83680
NRC,leren,geleerd,"vrb(finiteness=part,tense=past)",2,1,53,35488
De Volkskrant,redden,redden,vrb(finiteness=ger|inf),2,1,57,29860
Trouw,wit,wit,"nou-c(gender=n,number=sg)",2,2,47,23970
Trouw,progressief,progressieve,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,47,23970
Algemeen Dagblad,twintiger,twintiger,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,treden,treedt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,248,83680
NRC,hetzelfde,hetzelfde,nou-c(number=sg),2,2,53,35488
De Volkskrant,gelegenheid,gelegenheid,"nou-c(gender=f|m,number=sg)",2,2,57,29860
NRC,clubmuziek,clubmuziek,"nou-c(gender=f|m,number=sg)",2,1,53,35488
NRC,populair,populairste,"aa(degree=sup,position=prenom,formal=infl-e)",2,1,53,35488
Algemeen Dagblad,150,150,"num(type=card,position=prenom)",2,2,248,83680
Trouw,vinger,vingers,nou-c(number=pl),2,1,47,23970
Trouw,gas,gas,"nou-c(gender=n,number=sg)",2,1,47,23970
Algemeen Dagblad,bewondering,bewondering,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,roger,roger,nou-p(part-of-multiword=true),2,1,248,83680
Algemeen Dagblad,wapen,wapen,"nou-c(gender=n,number=sg)",2,2,248,83680
Het Parool,mali,mali,nou-p(number=sg),2,1,34,18841
NRC,cijfer,cijfer,"nou-c(gender=n,number=sg)",2,2,53,35488
Algemeen Dagblad,vent,vent,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,ontbreken,ontbreken,"nou-c(gender=n,number=sg)",2,2,248,83680
NRC,kiezen,kiezen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,53,35488
NRC,kiezen,kiezen,vrb(finiteness=ger|inf),2,1,53,35488
De Volkskrant,rotsblok,rotsblokken,nou-c(number=pl),2,1,57,29860
De Volkskrant,biljoen,biljoen,"num(type=card,position=prenom)",2,2,57,29860
Trouw,heilig,heilige,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,47,23970
NRC,eigenaar,eigenaar,"nou-c(gender=f|m,number=sg)",2,2,53,35488
Algemeen Dagblad,rwc,rwc,res(type=sym),2,2,248,83680
Het Parool,intensiteit,intensiteit,"nou-c(gender=f|m,number=sg)",2,2,34,18841
Het Parool,oor,oren,nou-c(number=pl),2,2,34,18841
Algemeen Dagblad,medio,medio,adv(),2,2,248,83680
Algemeen Dagblad,central,central,nou-p(part-of-multiword=true),2,1,248,83680
Algemeen Dagblad,geconstateerd,geconstateerde,"aa(position=prenom,formal=infl-e,degree=pos)",2,2,248,83680
Het Parool,online,online,"pd(type=pers,person=2,number=pl,position=pron)",2,2,34,18841
Trouw,jong,jong,nou-p(part-of-multiword=true),2,1,47,23970
Trouw,jong,jong,nou-p(number=sg),2,1,47,23970
Trouw,2036,2036,"num(type=card,position=oth|pred)",2,1,47,23970
Het Parool,lid,leden,nou-c(number=pl),2,2,34,18841
De Volkskrant,lekker,lekker,"aa(degree=pos,position=adv|pred)",2,2,57,29860
Algemeen Dagblad,merken,merken,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,248,83680
Trouw,zuur,zuur,"aa(degree=pos,position=adv|pred)",2,1,47,23970
Algemeen Dagblad,beleven,beleven,vrb(finiteness=ger|inf),2,2,248,83680
Algemeen Dagblad,verhoorn,verhoorn,nou-p(number=sg),2,1,248,83680
De Volkskrant,arie,arie,nou-p(part-of-multiword=true),2,1,57,29860
Algemeen Dagblad,duur,dure,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,248,83680
Algemeen Dagblad,50,50,"num(type=card,position=oth|pred)",2,2,248,83680
Het Parool,uitkomen,uitkomt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,34,18841
Het Parool,fiets,fietsen,nou-c(number=pl),2,2,34,18841
Algemeen Dagblad,runway,runway,nou-p(number=sg),2,2,248,83680
Algemeen Dagblad,aanbieden,aanbieden,"nou-c(gender=n,number=sg)",2,2,248,83680
Het Parool,groeien,groeiden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,1,34,18841
NRC,aziatisch,aziatische,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,53,35488
Trouw,komend,komende,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,47,23970
Algemeen Dagblad,nazorg,nazorg,"nou-c(gender=f|m,number=sg)",2,2,248,83680
NRC,brussels,brusselse,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,53,35488
Trouw,laagje,laagje,"nou-c(gender=n,number=sg)",2,1,47,23970
Algemeen Dagblad,cothen,cothen,nou-p(number=sg),2,1,248,83680
Algemeen Dagblad,bladzijde,bladzijden,nou-c(number=pl),2,1,248,83680
Trouw,opgroeien,opgegroeid,"vrb(finiteness=part,tense=past)",2,2,47,23970
Algemeen Dagblad,fbo,fbo,nou-p(number=sg),2,1,248,83680
Algemeen Dagblad,rood,rood,nou-c(number=sg),2,2,248,83680
NRC,aanwijzing,aanwijzing,"nou-c(gender=f|m,number=sg)",2,2,53,35488
Algemeen Dagblad,vervangen,verving,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,1,248,83680
Trouw,iranier,iraniers,nou-c(number=pl),2,1,47,23970
Algemeen Dagblad,onvoldoende,onvoldoende,"aa(degree=pos,position=adv|pred)",2,2,248,83680
Algemeen Dagblad,onvoldoende,onvoldoende,"aa(degree=pos,position=prenom)",2,2,248,83680
Trouw,belangrijk,belangrijk,"aa(degree=pos,position=adv|pred)",2,2,47,23970
Algemeen Dagblad,participatiegraad,participatiegraad,"nou-c(gender=f|m,number=sg)",2,1,248,83680
NRC,appartement,appartement,"nou-c(gender=n,number=sg)",2,1,53,35488
NRC,absurdistisch,absurdistische,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,53,35488
Algemeen Dagblad,reizen,reizen,vrb(finiteness=ger|inf),2,2,248,83680
De Volkskrant,geslaagd,geslaagde,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,57,29860
Trouw,vluchten,vluchtte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,47,23970
NRC,onmiddellijk,onmiddellijke,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,53,35488
NRC,historie,historie,"nou-c(gender=f|m,number=sg)",2,2,53,35488
Algemeen Dagblad,wycross,wycross,nou-p(number=sg),2,1,248,83680
Algemeen Dagblad,slopen,gesloopt,"vrb(finiteness=part,tense=past)",2,2,248,83680
De Volkskrant,afscheid,afscheid,"nou-c(gender=n,number=sg)",2,2,57,29860
Algemeen Dagblad,hoogstwaarschijnlijk,hoogstwaarschijnlijk,"aa(degree=pos,position=adv|pred)",2,2,248,83680
Algemeen Dagblad,dader,dader,"nou-c(gender=f|m,number=sg)",2,2,248,83680
NRC,soul,soul,"nou-c(gender=f|m,number=sg)",2,2,53,35488
Algemeen Dagblad,inleveren,inleveren,vrb(finiteness=ger|inf),2,2,248,83680
NRC,tip,tip,"nou-c(gender=f|m,number=sg)",2,2,53,35488
Het Parool,bedragen,bedroeg,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,34,18841
Algemeen Dagblad,rick,rick,nou-p(part-of-multiword=true),2,2,248,83680
Algemeen Dagblad,rick,rick,nou-p(number=sg),2,2,248,83680
Algemeen Dagblad,fox,fox,res(type=for),2,2,248,83680
Algemeen Dagblad,glunderen,glundert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,248,83680
Algemeen Dagblad,tijdstraf,tijdstraf,"nou-c(gender=f|m,number=sg)",2,1,248,83680
Algemeen Dagblad,ontstaan,ontstane,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,248,83680
Trouw,bakr,bakr,nou-p(part-of-multiword=true),2,1,47,23970
De Volkskrant,acteerervaring,acteerervaring,"nou-c(gender=f|m,number=sg)",2,1,57,29860
De Volkskrant,verontwaardiging,verontwaardiging,"nou-c(gender=f|m,number=sg)",2,1,57,29860
Algemeen Dagblad,verblijven,verblijft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,1,248,83680
NRC,zodra,zodra,conj(type=sub),2,2,53,35488
De Volkskrant,pastiche,pastiche,"nou-c(gender=f|m,number=sg)",2,1,57,29860
Het Parool,prehistorisch,prehistorische,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,34,18841
Trouw,dame,dames,nou-c(number=pl),2,1,47,23970
Algemeen Dagblad,grapje,grapjes,nou-c(number=pl),2,2,248,83680
Trouw,openen,openden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,1,47,23970
Het Parool,psychologisch,psychologische,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,34,18841
Algemeen Dagblad,gedoe,gedoe,"nou-c(gender=n,number=sg)",2,2,248,83680
Trouw,aanvankelijk,aanvankelijk,"aa(degree=pos,position=adv|pred)",2,2,47,23970
Trouw,hetzelfde,hetzelfde,"aa(degree=pos,position=adv|pred)",2,2,47,23970
NRC,maatschappelijk,maatschappelijke,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,53,35488
De Volkskrant,slot,slot,"nou-c(gender=n,number=sg)",2,2,57,29860
NRC,beschadigen,beschadigd,"vrb(finiteness=part,tense=past)",2,2,53,35488
NRC,essentie,essentie,"nou-c(gender=f|m,number=sg)",2,2,53,35488
De Volkskrant,jonsson,jonsson,nou-p(part-of-multiword=true),2,1,57,29860
De Volkskrant,grabbel,grabbel,"nou-c(gender=f|m,number=sg)",2,2,57,29860
Het Parool,opgeleid,opgeleide,"aa(position=prenom,formal=infl-e,degree=pos)",2,2,34,18841
NRC,beroeren,beroerd,"vrb(finiteness=part,tense=past)",2,1,53,35488
Algemeen Dagblad,bonusvis,bonusvissen,nou-c(number=pl),2,2,248,83680
NRC,geven,gaven,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,2,53,35488
Algemeen Dagblad,commandopost,commandopost,"nou-c(gender=f|m,number=sg)",2,1,248,83680
Algemeen Dagblad,co,co,nou-p(part-of-multiword=true),2,1,248,83680
Algemeen Dagblad,brits,britse,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,248,83680
Algemeen Dagblad,optimaal,optimaal,"aa(degree=pos,position=adv|pred)",2,2,248,83680
Algemeen Dagblad,blauw,blauw,"aa(degree=pos,position=adv|pred)",2,2,248,83680
NRC,chibi,chibi,nou-p(number=sg),2,1,53,35488
Algemeen Dagblad,gevecht,gevecht,"nou-c(gender=n,number=sg)",2,2,248,83680
Algemeen Dagblad,jongenskamp,jongenskamp,"nou-c(gender=f|m,number=sg)",2,2,248,83680
De Volkskrant,schieten,schoot,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,57,29860
Algemeen Dagblad,n462,n462,nou-p(number=sg),2,2,248,83680
Het Parool,getal,getal,"nou-c(gender=n,number=sg)",2,1,34,18841
De Volkskrant,vandaan,vandaan,adp(type=post),2,2,57,29860
De Volkskrant,20ste,20ste,"num(type=ord,position=prenom)",2,2,57,29860
Algemeen Dagblad,haak,haak,"nou-c(gender=f|m,number=sg)",2,1,248,83680
De Volkskrant,ondernemer,ondernemers,nou-c(number=pl),2,2,57,29860
NRC,smith,smith,nou-p(part-of-multiword=true),2,1,53,35488
De Volkskrant,aanvullend,aanvullende,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,57,29860
Trouw,staat,staten,nou-c(number=pl),2,2,47,23970
Algemeen Dagblad,hoofdpijndossier,hoofdpijndossier,"nou-c(gender=n,number=sg)",2,2,248,83680
De Volkskrant,ontkennen,ontkent,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,57,29860
Algemeen Dagblad,schreurs,schreurs,nou-p(part-of-multiword=true),2,2,248,83680
Trouw,opvallen,opvallend,"vrb(finiteness=part,tense=pres)",2,2,47,23970
NRC,verlangen,verlangen,"nou-c(gender=n,number=sg)",2,1,53,35488
Algemeen Dagblad,qr-code,qr-code,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Het Parool,round,round,res(type=for),2,1,34,18841
Algemeen Dagblad,nijkerk,nijkerk,nou-p(number=sg),2,2,248,83680
NRC,voorbeeld,voorbeeld,"nou-c(gender=n,number=sg)",2,2,53,35488
Algemeen Dagblad,puntje,puntjes,nou-c(number=pl),2,1,248,83680
Algemeen Dagblad,geven,gaven,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,2,248,83680
NRC,latijns-amerika,latijns-amerika,nou-p(number=sg),2,1,53,35488
Algemeen Dagblad,zand,zand,"nou-c(gender=n,number=sg)",2,2,248,83680
NRC,ondernemer,ondernemers,nou-c(number=pl),2,2,53,35488
De Volkskrant,scandinavisch,scandinavische,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,57,29860
NRC,wide,wide,res(type=for),2,1,53,35488
Het Parool,hoog,hoogste,"aa(degree=sup,position=prenom,formal=infl-e)",2,1,34,18841
NRC,gent,gent,nou-p(number=sg),2,1,53,35488
De Volkskrant,11,11,"num(type=card,position=prenom)",2,2,57,29860
Algemeen Dagblad,56,56,"num(type=card,position=oth|pred)",2,2,248,83680
Algemeen Dagblad,verheugen,verheugen,vrb(finiteness=ger|inf),2,2,248,83680
De Volkskrant,been,been,"nou-c(gender=n,number=sg)",2,1,57,29860
NRC,16-jarig,16-jarige,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,53,35488
NRC,geologisch,geologische,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,53,35488
Het Parool,kern,kern,"nou-c(gender=f|m,number=sg)",2,2,34,18841
Algemeen Dagblad,inflatie,inflatie,"nou-c(gender=f|m,number=sg)",2,1,248,83680
De Volkskrant,11,11,"num(type=card,position=oth|pred)",2,1,57,29860
Trouw,leuk,leuk,"aa(degree=pos,position=adv|pred)",2,2,47,23970
Algemeen Dagblad,interview,interview,"nou-c(gender=n,number=sg)",2,2,248,83680
Trouw,heet,hete,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,47,23970
Algemeen Dagblad,nogmaals,nogmaals,adv(),2,2,248,83680
NRC,randje,randje,"nou-c(gender=n,number=sg)",2,2,53,35488
Algemeen Dagblad,duofiets,duofiets,"nou-c(gender=f|m,number=sg)",2,1,248,83680
Algemeen Dagblad,inzet,inzet,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,ticket,ticket,"nou-c(gender=n,number=sg)",2,2,248,83680
De Volkskrant,aziatisch,aziatische,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,57,29860
NRC,kellogg,kellogg,nou-p(number=sg),2,1,53,35488
Het Parool,oog,oog,"nou-c(gender=n,number=sg)",2,2,34,18841
Het Parool,opzetten,opgezet,"vrb(finiteness=part,tense=past)",2,2,34,18841
Algemeen Dagblad,aanvoerder,aanvoerder,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,koor,koor,"nou-c(gender=n,number=sg)",2,1,248,83680
De Volkskrant,hiel,hielen,nou-c(number=pl),2,1,57,29860
Trouw,lerares,lerares,"nou-c(gender=f|m,number=sg)",2,1,47,23970
Het Parool,buurland,buurland,"nou-c(gender=n,number=sg)",2,1,34,18841
Trouw,publicatie,publicatie,"nou-c(gender=f|m,number=sg)",2,2,47,23970
Algemeen Dagblad,inzien,inzien,vrb(finiteness=ger|inf),2,2,248,83680
Trouw,koersk,koersk,nou-p(number=sg),2,1,47,23970
NRC,houtje,houtje,"nou-c(gender=n,number=sg)",2,1,53,35488
Algemeen Dagblad,beplanting,beplanting,"nou-c(gender=f|m,number=sg)",2,1,248,83680
De Volkskrant,indisch,indisch,"aa(degree=pos,position=prenom)",2,2,57,29860
De Volkskrant,aanvulling,aanvulling,"nou-c(gender=f|m,number=sg)",2,2,57,29860
Trouw,gevangenis,gevangenis,"nou-c(gender=f|m,number=sg)",2,1,47,23970
Trouw,demografie,demografie,"nou-c(gender=f|m,number=sg)",2,1,47,23970
Algemeen Dagblad,opzoeken,opzoeken,vrb(finiteness=ger|inf),2,2,248,83680
Algemeen Dagblad,arriveren,arriveerde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,248,83680
De Volkskrant,erik,erik,nou-p(part-of-multiword=true),2,2,57,29860
NRC,dynamisch,dynamische,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,53,35488
De Volkskrant,13/8,13/8,res(type=sym),2,1,57,29860
De Volkskrant,symbool,symbool,"nou-c(gender=n,number=sg)",2,2,57,29860
Het Parool,achtergrond,achtergrond,"nou-c(gender=f|m,number=sg)",2,1,34,18841
De Volkskrant,arno,arno,nou-p(part-of-multiword=true),2,2,57,29860
Het Parool,echo,echo,nou-p(number=sg),2,1,34,18841
Algemeen Dagblad,uitzetten,uitzetten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,248,83680
Algemeen Dagblad,0-2,0-2,res(type=sym),2,2,248,83680
Algemeen Dagblad,exemplaar,exemplaar,"nou-c(gender=n,number=sg)",2,2,248,83680
NRC,vandaan,vandaan,adp(type=post),2,2,53,35488
Algemeen Dagblad,kalm,kalm,"aa(degree=pos,position=adv|pred)",2,2,248,83680
Algemeen Dagblad,eendenkroos,eendenkroos,"nou-c(gender=n,number=sg)",2,2,248,83680
De Volkskrant,antibioticum,antibioticum,"nou-c(gender=n,number=sg)",2,1,57,29860
NRC,vivian,vivian,nou-p(part-of-multiword=true),2,1,53,35488
Algemeen Dagblad,poging,pogingen,nou-c(number=pl),2,2,248,83680
De Volkskrant,literatuur,literatuur,"nou-c(gender=f|m,number=sg)",2,1,57,29860
NRC,vertalen,vertaalt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,53,35488
Het Parool,regisseur,regisseurs,nou-c(number=pl),2,2,34,18841
NRC,buffet,buffet,"nou-c(gender=n,number=sg)",2,1,53,35488
NRC,bevinden,bevonden,"vrb(finiteness=part,tense=past)",2,2,53,35488
Trouw,epa,epa,res(type=abbr),2,2,47,23970
De Volkskrant,geheel,geheel,"aa(degree=pos,position=adv|pred)",2,2,57,29860
De Volkskrant,toegestroomd,toegestroomde,"aa(position=prenom,formal=infl-e,degree=pos)",2,1,57,29860
NRC,roger,roger,nou-p(part-of-multiword=true),2,1,53,35488
Algemeen Dagblad,energiebedrijf,energiebedrijven,nou-c(number=pl),2,1,248,83680
NRC,bekijken,bekijkt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,53,35488
NRC,brazilie,brazilie,nou-p(number=sg),2,1,53,35488
De Volkskrant,vliegtuig,vliegtuig,"nou-c(gender=n,number=sg)",2,2,57,29860
Algemeen Dagblad,monaco,monaco,nou-p(number=sg),2,1,248,83680
Algemeen Dagblad,aanmaak,aanmaak,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,zonneschijn,zonneschijn,"nou-c(gender=f|m,number=sg)",2,1,248,83680
Algemeen Dagblad,isolatie,isolatie,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Trouw,ervoor,ervoor,adv(),2,1,47,23970
Het Parool,adviseren,adviseert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,34,18841
Algemeen Dagblad,letterzetter,letterzetter,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,oubollig,oubollig,"aa(degree=pos,position=adv|pred)",2,1,248,83680
De Volkskrant,overlijden,overlijden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,57,29860
De Volkskrant,uniform,uniform,"nou-c(gender=n,number=sg)",2,1,57,29860
Algemeen Dagblad,berlekom,berlekom,nou-p(number=sg),2,2,248,83680
Algemeen Dagblad,gouden,gouden,"aa(degree=pos,position=prenom)",2,2,248,83680
Het Parool,hoog,hoge,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,34,18841
De Volkskrant,overlijden,overlijden,"nou-c(gender=n,number=sg)",2,2,57,29860
Trouw,website,website,"nou-c(gender=f|m,number=sg)",2,2,47,23970
NRC,opleveren,opgeleverd,"vrb(finiteness=part,tense=past)",2,2,53,35488
Algemeen Dagblad,elle,elle,res(type=for),2,2,248,83680
Het Parool,organiseren,organiseren,vrb(finiteness=ger|inf),2,1,34,18841
Het Parool,verkeren,verkeert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,34,18841
De Volkskrant,fonds,fonds,"nou-c(gender=n,number=sg)",2,1,57,29860
Trouw,17,17,"num(type=card,position=prenom)",2,1,47,23970
De Volkskrant,danner,danner,nou-p(number=sg),2,1,57,29860
Algemeen Dagblad,petra,petra,nou-p(part-of-multiword=true),2,1,248,83680
Trouw,conditie,conditie,"nou-c(gender=f|m,number=sg)",2,2,47,23970
Algemeen Dagblad,naastgelegen,naastgelegen,"aa(degree=pos,position=prenom)",2,2,248,83680
Het Parool,egon,egon,nou-p(part-of-multiword=true),2,1,34,18841
Trouw,pers,pers,"nou-c(gender=f|m,number=sg)",2,2,47,23970
Het Parool,januari,januari,nou-p(number=sg),2,2,34,18841
Algemeen Dagblad,tegenkomen,tegenkom,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,2,248,83680
NRC,lezen,lezen,"nou-c(gender=n,number=sg)",2,2,53,35488
Algemeen Dagblad,kaas,kazen,nou-c(number=pl),2,1,248,83680
Algemeen Dagblad,stijf,stijvere,"aa(degree=comp,position=prenom,formal=infl-e)",2,2,248,83680
Algemeen Dagblad,verstandhouding,verstandhouding,"nou-c(gender=f|m,number=sg)",2,2,248,83680
Algemeen Dagblad,thuisaccu,thuisaccu's,nou-c(number=pl),2,1,248,83680
Algemeen Dagblad,roy,roy,nou-p(part-of-multiword=true),2,2,248,83680
Het Parool,68,68,"num(type=card,position=oth|pred)",2,1,34,18841
Trouw,vers,verse,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,47,23970
NRC,cameron,cameron,nou-p(part-of-multiword=true),2,2,53,35488
Algemeen Dagblad,bewaring,bewaring,"nou-c(gender=f|m,number=sg)",2,1,248,83680
Algemeen Dagblad,brandweerman,brandweerlieden,nou-c(number=pl),2,2,248,83680
De Volkskrant,terugkeer,terugkeer,"nou-c(gender=f|m,number=sg)",2,2,57,29860
Algemeen Dagblad,eventueel,eventueel,"aa(degree=pos,position=adv|pred)",2,2,248,83680
De Volkskrant,phong,phong,nou-p(part-of-multiword=true),2,1,57,29860
Het Parool,roadtrip,roadtrip,"nou-c(gender=f|m,number=sg)",2,1,34,18841
Het Parool,vijftal,vijftal,"nou-c(gender=n,number=sg)",2,1,34,18841
Trouw,cola,cola,"nou-c(gender=f|m,number=sg)",2,1,47,23970
